no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,2,0,0,0,0,1,2017,8,23,1,0,0,0,98.0,2,0
1,0,2,4,0,0,0,245,2018,7,6,1,0,0,0,110.0,0,1
1,0,0,3,2,0,0,71,2018,5,10,0,0,0,0,98.0,0,0
1,0,0,1,0,0,4,3,2018,5,19,2,1,0,2,159.0,0,0
2,0,0,4,2,0,0,107,2018,7,13,1,0,0,0,139.5,1,0
2,0,1,2,0,0,0,62,2018,3,11,1,0,0,0,60.29,1,0
2,1,3,6,0,0,0,81,2018,8,1,1,0,0,0,134.1,0,1
1,0,1,0,1,0,0,7,2017,10,12,2,0,0,0,80.0,0,0
3,0,2,2,0,0,1,124,2018,7,17,1,0,0,0,130.05,2,0
2,2,0,2,0,0,3,116,2018,9,30,1,0,0,0,216.45,0,1
2,0,1,1,0,0,1,64,2018,4,23,1,0,0,0,118.8,1,0
2,0,2,5,0,0,0,267,2018,9,19,1,0,0,0,73.37,1,0
2,0,1,2,2,0,0,105,2017,10,12,0,0,0,0,110.0,0,1
2,1,0,1,0,0,0,33,2018,8,11,1,0,0,0,152.1,1,0
2,0,0,2,0,0,0,239,2018,10,28,1,0,0,0,96.3,1,1
3,0,0,3,0,0,4,103,2018,12,27,0,0,0,0,113.05,1,0
2,1,0,1,0,0,0,10,2018,7,16,1,0,0,0,169.0,1,1
1,0,1,2,0,0,0,219,2017,9,4,0,0,0,0,76.67,0,0
2,0,2,3,1,0,0,218,2018,12,9,1,0,0,0,63.75,2,1
3,0,2,5,2,0,1,81,2018,7,11,1,0,0,0,190.29,0,0
2,0,2,3,0,0,0,183,2018,5,6,1,0,0,0,100.3,1,1
2,0,0,2,0,0,0,35,2018,6,21,1,0,0,0,102.0,1,0
2,0,0,1,0,0,0,47,2018,6,2,1,0,0,0,126.9,1,0
2,0,1,0,0,0,0,12,2017,10,25,1,0,0,0,107.0,1,0
2,0,2,2,1,0,0,52,2018,10,23,0,0,0,0,76.5,0,0
3,0,0,3,2,0,0,88,2018,5,3,0,0,0,0,138.0,1,0
1,0,0,1,1,0,0,9,2018,3,17,1,0,0,0,97.0,1,0
2,0,2,3,0,0,0,92,2018,7,15,0,0,0,0,72.25,2,0
2,0,2,1,2,0,0,110,2017,7,25,1,0,0,0,94.5,0,1
2,0,0,3,0,0,0,96,2018,8,2,4,0,0,0,0.0,1,0
2,0,1,2,0,0,0,40,2018,10,24,0,0,0,0,85.0,0,0
2,0,0,1,2,0,0,5,2018,4,28,1,0,0,0,130.13,0,0
2,0,1,3,2,0,0,210,2017,10,8,0,0,0,0,86.0,0,1
2,0,0,1,0,0,0,2,2018,4,27,1,0,0,0,131.0,1,0
2,0,1,0,0,0,0,0,2018,6,26,1,0,0,0,105.3,0,0
1,0,0,1,0,0,0,1,2018,5,11,0,0,0,0,135.0,0,0
2,0,2,2,0,0,0,117,2018,11,6,2,0,0,0,71.4,0,0
2,1,0,1,0,0,0,36,2018,3,24,1,0,0,0,115.2,0,1
2,0,0,3,0,0,1,14,2018,6,28,1,0,0,0,152.67,1,1
2,0,2,7,0,0,0,267,2018,12,23,1,0,0,0,77.73,0,1
2,0,1,1,0,0,0,32,2018,10,15,0,0,0,0,85.0,0,0
2,0,0,4,0,0,0,199,2018,8,2,1,0,0,0,70.44,2,1
2,0,1,2,0,0,0,273,2018,5,13,1,0,0,0,95.0,0,1
1,0,2,3,0,0,0,3,2018,3,3,1,0,0,0,102.0,2,0
2,0,1,3,0,0,1,20,2018,9,26,1,0,0,0,131.2,0,1
2,0,1,3,0,0,1,127,2018,9,1,1,0,0,0,143.1,0,1
2,0,0,3,0,0,0,43,2018,7,19,1,0,0,0,123.9,0,1
1,1,1,2,0,0,1,14,2017,10,30,0,0,0,0,98.67,1,0
2,0,2,4,0,0,1,79,2018,4,3,1,0,0,0,95.2,0,1
2,1,0,2,0,0,0,6,2018,12,30,1,0,0,0,158.0,2,0
2,0,2,1,0,0,0,37,2018,8,21,1,0,0,0,135.9,0,0
1,0,0,3,1,0,0,15,2018,5,31,1,0,0,0,109.0,1,0
2,0,0,3,0,0,0,160,2017,12,30,0,0,0,0,70.0,0,0
2,0,1,2,0,0,0,52,2017,10,23,1,0,0,0,94.5,3,0
2,0,0,5,0,0,0,5,2018,3,22,1,0,0,0,129.0,0,1
1,0,0,2,0,0,0,1,2018,3,15,4,0,0,0,55.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
1,0,1,0,0,0,0,0,2018,1,3,1,0,0,0,81.0,0,0
2,0,2,3,0,0,0,28,2017,9,19,1,0,0,0,116.56,2,0
2,0,0,2,0,0,0,107,2018,6,10,0,0,0,0,130.0,1,0
2,1,0,2,0,0,3,129,2018,7,22,1,0,0,0,139.99,2,0
2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
2,0,1,1,2,0,0,88,2017,10,5,0,0,0,0,112.2,0,0
2,0,1,4,0,0,0,154,2018,9,12,0,0,0,0,80.75,0,0
1,0,0,1,0,0,0,1,2018,2,17,2,1,0,11,66.0,1,0
2,2,2,1,0,0,3,28,2018,10,16,1,0,0,0,219.0,0,1
1,0,0,3,0,0,1,60,2018,6,1,1,0,0,0,140.4,1,0
2,0,2,3,1,0,0,27,2018,6,12,1,0,0,0,105.84,0,1
1,0,1,2,0,0,0,19,2018,5,2,1,0,0,0,120.0,0,0
2,0,0,1,2,0,0,21,2018,3,4,1,0,0,0,129.0,0,1
2,0,1,2,0,0,0,117,2018,12,26,1,0,0,0,93.6,2,0
2,0,0,4,0,0,0,110,2017,12,9,0,0,0,0,70.0,0,0
2,0,1,2,0,0,0,29,2018,11,11,1,0,0,0,88.76,1,0
2,0,0,3,0,0,4,96,2018,9,13,1,0,0,0,129.88,0,1
2,0,1,2,0,0,0,81,2018,12,16,0,0,0,0,75.0,0,0
2,0,2,4,0,0,0,228,2018,8,27,1,0,0,0,90.95,0,1
2,0,2,2,1,0,0,1,2018,8,27,1,0,0,0,109.25,1,0
2,0,0,4,0,0,0,256,2018,8,31,1,0,0,0,90.95,0,1
2,0,0,3,0,0,1,11,2018,6,14,2,0,0,0,90.0,0,1
2,0,1,2,0,0,0,6,2018,10,31,1,0,0,0,149.0,2,0
1,0,2,1,0,0,0,1,2018,2,28,0,0,0,0,60.0,0,1
2,0,0,2,0,1,1,11,2018,11,4,2,0,0,0,65.0,2,0
1,0,2,4,0,0,0,69,2018,6,12,1,0,0,0,120.0,0,1
2,0,0,4,0,0,0,110,2017,12,9,0,0,0,0,70.0,0,0
2,0,2,2,0,0,0,124,2018,11,5,1,0,0,0,140.15,0,0
1,0,1,1,0,0,0,32,2018,7,18,0,0,0,0,85.0,0,0
2,0,1,2,0,0,0,121,2018,6,24,0,0,0,0,90.0,0,1
2,1,1,0,0,0,0,120,2018,6,13,1,0,0,0,143.1,4,0
2,0,2,3,0,0,1,46,2018,9,11,1,0,0,0,149.4,1,1
2,0,1,0,0,0,0,119,2017,7,20,1,0,0,0,76.5,1,1
2,0,1,2,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
2,0,2,4,0,0,1,141,2018,9,16,0,0,0,0,90.95,0,0
2,0,0,2,1,0,0,3,2018,6,22,1,0,0,0,87.01,1,0
1,0,0,2,0,0,0,6,2018,9,15,1,0,0,0,159.0,1,1
2,0,0,1,0,0,0,249,2018,9,21,1,0,0,0,117.9,2,1
2,0,0,2,1,0,0,22,2018,9,15,1,0,0,0,139.0,1,1
1,0,2,0,1,0,0,13,2018,9,11,1,0,0,0,99.0,1,0
2,0,2,0,0,0,0,2,2018,10,30,4,1,1,5,0.0,4,0
2,0,1,2,0,0,0,124,2018,6,10,1,0,0,0,126.9,2,0
2,0,1,1,1,1,0,5,2018,9,17,1,0,0,0,154.0,4,0
2,0,0,2,1,0,0,77,2018,12,6,1,0,0,0,79.2,2,0
2,0,0,3,0,0,0,3,2018,2,25,0,0,0,0,81.0,0,0
2,0,0,1,1,0,0,6,2018,11,25,1,0,0,0,95.0,1,0
3,0,2,3,0,0,1,19,2018,2,19,1,0,0,0,130.0,3,0
2,0,1,3,0,0,0,254,2018,9,29,1,0,0,0,100.3,1,1
1,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,87.0,0,0
1,0,0,1,0,0,0,86,2018,4,27,1,0,0,0,85.5,1,0
2,0,1,1,0,0,0,275,2018,6,4,0,0,0,0,62.8,0,1
1,0,1,4,0,0,0,5,2018,3,7,0,0,0,0,55.74,0,0
2,0,0,1,1,0,0,122,2018,10,4,1,0,0,0,108.0,1,1
2,0,1,2,0,0,1,15,2018,9,2,1,0,0,0,153.0,0,0
3,0,1,3,0,1,1,3,2018,3,28,1,0,0,0,156.0,2,0
2,0,0,2,0,0,0,59,2018,5,13,1,0,0,0,126.9,0,1
1,0,0,1,0,0,1,6,2018,5,3,2,0,0,0,110.0,0,0
3,0,2,3,0,0,1,29,2018,5,19,1,0,0,0,155.64,2,0
2,0,2,2,0,0,1,167,2018,10,1,1,0,0,0,122.4,0,1
2,0,2,1,0,0,0,1,2018,6,18,1,0,0,0,141.0,2,0
2,1,1,2,1,0,0,41,2018,8,15,1,0,0,0,104.99,1,0
1,0,0,1,0,0,0,3,2018,6,23,0,0,0,0,95.0,0,0
2,0,2,2,0,0,0,123,2018,7,2,1,0,0,0,97.33,0,1
2,0,0,3,0,0,0,44,2018,2,17,0,0,0,0,75.0,0,0
3,0,2,3,0,0,1,242,2018,10,7,1,0,0,0,150.45,0,1
2,0,2,2,0,0,0,204,2018,9,3,0,0,0,0,80.75,2,0
3,0,0,1,0,0,1,102,2018,12,6,1,0,0,0,126.0,0,0
2,0,0,2,2,0,0,346,2018,9,13,1,0,0,0,115.0,1,1
1,2,0,3,0,0,0,3,2018,6,14,1,0,0,0,142.33,0,0
2,0,0,4,0,0,1,12,2018,12,28,1,0,0,0,125.8,2,0
1,0,2,5,0,0,0,180,2017,8,16,1,0,0,0,49.74,0,1
2,0,0,3,0,0,0,163,2018,9,8,0,0,0,0,110.0,0,1
1,0,2,1,0,0,0,116,2018,2,28,0,0,0,0,61.0,0,1
3,0,2,3,0,0,0,153,2018,7,3,0,0,0,0,96.9,1,0
2,0,1,3,0,0,0,322,2018,5,19,1,0,0,0,80.0,0,1
2,0,0,1,1,0,0,15,2018,6,23,1,0,0,0,89.0,1,1
2,0,2,2,0,0,0,109,2018,8,26,0,0,0,0,72.25,0,0
2,0,2,0,1,0,0,3,2018,6,26,1,0,0,0,113.0,2,0
3,0,1,1,0,0,1,59,2018,6,11,1,0,0,0,159.3,2,0
2,0,1,0,0,0,0,184,2018,7,10,1,0,0,0,105.3,1,1
2,1,2,3,0,0,0,32,2018,2,5,1,0,0,0,80.3,1,0
1,0,1,3,0,0,0,28,2018,9,5,1,0,0,0,98.2,0,0
1,0,0,1,0,0,0,7,2017,12,10,2,0,0,0,65.0,0,0
2,0,0,1,0,0,0,0,2018,7,29,1,0,0,0,121.0,2,0
3,0,0,4,0,0,1,107,2018,8,24,1,0,0,0,152.1,0,1
2,0,0,2,0,0,0,130,2018,11,25,1,0,0,0,90.0,2,0
3,0,1,1,0,0,1,22,2018,4,30,1,0,0,0,172.0,0,1
2,0,1,2,1,0,0,174,2018,7,4,1,0,0,0,85.5,0,1
2,0,1,2,1,0,0,52,2018,10,17,1,0,0,0,108.0,0,1
2,0,0,2,0,0,0,8,2018,2,5,1,0,0,0,93.0,1,0
2,0,1,2,0,0,0,4,2018,1,8,0,0,0,0,70.0,0,0
2,0,0,1,0,0,0,1,2018,9,29,1,0,0,0,106.2,1,0
2,0,1,3,0,0,0,322,2018,5,19,0,0,0,0,80.0,0,1
1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,95.0,0,0
1,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,87.0,0,0
2,1,1,3,0,0,0,87,2018,10,10,1,0,0,0,135.0,1,1
3,0,2,2,0,0,1,23,2018,11,25,1,0,0,0,154.0,0,1
2,0,1,2,0,0,0,273,2018,5,13,0,0,0,0,95.0,0,1
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,0
2,0,1,3,0,0,1,51,2018,9,1,1,0,0,0,123.3,1,1
2,0,1,3,0,0,0,210,2017,10,8,0,0,0,0,72.75,0,0
2,0,1,0,1,0,0,2,2018,6,13,1,0,0,0,79.0,1,0
1,0,2,4,0,0,0,69,2018,6,12,0,0,0,0,120.0,0,1
2,0,1,2,0,0,0,305,2018,11,4,0,0,0,0,89.0,0,1
2,0,1,2,0,0,0,273,2018,9,30,1,0,0,0,106.2,0,1
2,0,1,1,0,0,0,145,2018,7,30,1,0,0,0,114.3,0,1
3,0,0,1,0,0,1,2,2018,2,27,1,0,0,0,130.0,0,0
2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,105.0,0,0
2,0,0,1,0,0,0,62,2017,9,23,0,0,0,0,71.4,0,0
2,0,2,3,0,0,0,276,2018,5,13,0,0,0,0,61.0,0,1
1,0,0,1,0,0,0,0,2018,7,28,1,0,0,0,108.11,0,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
2,0,0,1,1,0,0,119,2018,6,28,1,0,0,0,85.5,0,1
2,2,0,4,0,0,3,108,2018,10,11,1,0,0,0,199.8,0,1
1,0,0,1,0,0,0,1,2017,11,19,2,0,0,0,65.0,0,1
2,0,0,3,0,0,1,81,2018,9,8,1,0,0,0,149.4,1,1
2,0,2,5,0,0,1,238,2018,10,4,1,0,0,0,132.6,1,1
1,0,2,2,0,0,0,163,2018,6,5,0,0,0,0,100.0,0,1
1,0,0,2,0,0,0,36,2018,1,19,0,0,0,0,71.0,0,0
3,0,1,0,0,0,1,179,2018,8,22,1,0,0,0,137.7,0,1
3,0,1,1,0,0,1,65,2018,7,9,1,0,0,0,148.5,0,1
2,0,2,2,0,0,0,30,2018,2,21,1,0,0,0,65.06,1,0
3,0,2,0,0,0,1,68,2018,4,24,1,0,0,0,133.2,2,0
1,0,0,1,0,0,0,0,2018,12,14,2,0,0,0,65.0,0,0
1,0,0,2,0,0,0,181,2018,10,11,0,0,0,0,120.0,1,1
2,0,1,1,0,0,0,49,2018,7,23,1,0,0,0,135.9,1,0
2,0,0,4,0,0,0,35,2017,10,20,1,0,0,0,96.3,2,0
2,0,0,3,1,0,0,130,2018,6,2,1,0,0,0,116.1,0,1
2,0,2,3,0,0,1,241,2018,10,30,1,0,0,0,75.92,1,0
1,0,0,1,0,0,0,0,2017,10,20,0,0,0,0,123.0,0,0
2,1,2,2,0,0,0,51,2018,12,4,0,0,0,0,68.0,1,0
2,0,0,2,2,0,0,257,2017,7,1,0,0,0,0,101.5,0,1
2,0,2,2,0,0,2,88,2018,5,29,1,0,0,0,112.01,1,0
1,0,2,2,0,0,0,124,2018,11,6,1,0,0,0,146.03,3,0
2,0,2,5,0,0,3,57,2018,9,3,1,0,0,0,135.99,1,0
2,0,0,2,0,0,0,308,2018,11,25,0,0,0,0,52.0,0,1
2,0,1,3,0,0,0,211,2018,8,25,1,0,0,0,90.95,0,1
1,0,0,2,0,0,0,46,2018,11,4,0,0,0,0,67.5,0,0
2,0,0,3,0,0,0,73,2017,11,24,0,0,0,0,85.67,0,0
2,1,0,2,0,0,0,55,2018,10,18,1,0,0,0,142.2,2,0
2,0,1,2,0,0,1,57,2018,9,16,0,0,0,0,90.95,0,0
2,0,2,1,0,0,0,202,2018,5,29,1,0,0,0,90.0,0,1
1,0,0,1,1,0,0,27,2018,7,6,1,0,0,0,139.0,2,0
2,0,2,2,0,0,0,160,2018,5,22,1,0,0,0,99.45,1,0
1,0,2,2,0,0,0,54,2018,10,16,0,0,0,0,66.5,0,0
2,1,1,1,0,0,0,8,2018,8,13,1,0,0,0,159.5,0,0
0,2,1,0,0,0,2,197,2018,7,17,1,0,0,0,86.5,0,1
2,0,2,1,0,1,0,12,2017,11,7,1,0,0,0,114.0,0,0
2,0,2,3,0,0,0,35,2018,3,12,0,0,0,0,63.0,0,0
2,0,0,2,0,0,0,5,2018,11,18,1,0,0,0,111.0,1,0
1,0,2,4,0,0,0,15,2018,11,5,1,0,0,0,107.99,1,0
2,0,1,2,0,0,0,101,2018,4,4,0,0,0,0,80.0,0,1
2,0,0,5,0,0,0,248,2018,12,27,1,0,0,0,80.75,0,0
2,0,0,3,0,0,0,21,2018,10,4,0,0,0,0,85.0,0,0
2,2,1,3,0,0,3,77,2018,5,2,1,0,0,0,187.85,1,0
2,0,1,0,0,0,1,7,2018,6,19,1,0,0,0,165.0,2,0
2,0,1,1,1,0,0,2,2018,1,4,1,0,0,0,75.0,1,0
1,0,0,1,0,0,0,46,2018,7,8,1,0,0,0,112.5,2,0
2,0,0,2,2,0,0,265,2018,6,24,0,0,0,0,115.0,1,1
2,2,2,2,2,0,3,31,2018,12,3,1,0,0,0,237.75,0,0
2,0,0,3,0,0,0,76,2018,5,12,1,0,0,0,159.3,1,0
2,0,1,1,0,0,0,14,2017,10,19,1,0,0,0,126.0,2,0
2,0,0,2,0,0,0,30,2018,6,2,0,0,0,0,140.0,0,0
2,0,0,4,0,0,0,27,2018,11,23,1,0,0,0,68.07,1,0
2,0,0,4,0,0,0,49,2017,12,30,0,0,0,0,71.0,0,0
1,0,1,2,0,0,0,82,2018,4,11,0,0,0,0,76.5,0,0
2,0,0,3,0,0,0,259,2018,5,5,0,0,0,0,90.0,0,1
2,0,3,8,0,0,1,28,2017,10,12,1,0,0,0,107.92,1,0
3,0,0,1,0,0,1,55,2018,4,12,1,0,0,0,137.7,0,1
1,0,0,1,0,0,0,22,2017,10,6,1,0,0,0,101.0,1,0
2,0,0,4,1,0,0,3,2018,12,21,1,0,0,0,67.57,1,0
2,0,0,3,0,0,4,30,2018,8,25,0,0,0,0,137.52,0,0
1,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,90.0,0,0
1,0,1,2,1,0,0,82,2018,11,7,1,0,0,0,133.98,1,0
2,0,1,2,2,0,0,418,2018,9,26,0,0,0,0,107.0,0,1
2,0,2,1,2,0,0,23,2018,1,2,0,0,0,0,109.0,0,0
2,0,0,1,0,0,0,3,2018,2,27,1,0,0,0,93.0,0,0
2,0,1,2,0,1,0,11,2017,12,11,1,0,0,0,96.0,2,0
2,0,1,1,0,0,0,9,2018,6,13,1,0,0,0,107.0,1,0
2,0,0,3,0,0,0,98,2018,11,3,1,0,0,0,99.0,2,1
1,0,0,1,0,0,0,3,2018,1,22,2,1,0,7,66.0,0,0
2,0,2,1,0,0,0,76,2018,4,2,1,0,0,0,87.3,1,0
2,0,1,3,2,0,0,34,2017,10,19,0,0,0,0,105.12,0,0
3,0,2,2,0,0,0,26,2017,12,26,0,0,0,0,60.75,1,0
1,0,0,1,0,0,0,51,2018,3,16,2,0,0,0,85.5,0,0
2,0,0,3,0,0,0,24,2018,12,15,1,0,0,0,104.0,1,0
2,0,0,2,1,0,0,59,2018,3,9,1,0,0,0,67.5,0,1
1,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,87.0,0,0
2,0,0,2,0,0,0,177,2018,6,3,1,0,0,0,100.0,0,1
2,0,0,2,0,0,0,322,2018,12,9,0,0,0,0,52.0,0,0
2,0,1,3,0,0,0,164,2018,5,2,1,0,0,0,99.45,0,1
2,0,2,2,0,0,0,18,2017,10,2,1,0,0,0,111.75,2,0
2,0,0,1,1,0,0,51,2018,7,15,1,0,0,0,94.5,0,0
2,0,2,1,0,0,1,53,2018,3,6,1,0,0,0,96.3,0,1
2,0,0,3,0,0,1,80,2018,4,28,1,0,0,0,95.24,1,0
3,0,0,4,0,0,1,1,2018,7,6,1,0,0,0,189.5,0,0
2,0,1,3,0,0,0,14,2017,9,7,1,0,0,0,109.75,2,0
3,0,2,2,0,0,1,16,2018,7,16,1,0,0,0,180.5,0,1
2,0,0,2,0,0,0,86,2017,9,9,2,0,0,0,95.0,0,0
1,0,0,1,2,0,0,3,2018,4,9,4,0,0,0,0.0,0,0
2,0,2,3,0,0,1,64,2018,4,15,1,0,0,0,112.2,0,0
2,1,2,0,0,0,2,48,2018,9,4,1,0,0,0,126.0,1,0
1,0,1,4,0,0,0,56,2017,9,16,1,0,0,0,69.11,0,0
2,0,0,2,1,0,0,1,2017,9,29,1,0,0,0,91.2,0,0
2,2,0,5,2,0,3,82,2018,4,26,1,0,0,0,218.96,0,1
2,1,2,5,0,0,0,150,2018,9,18,1,0,0,0,91.12,0,0
2,0,1,1,2,0,0,247,2018,6,6,0,0,0,0,115.0,1,1
2,0,2,5,0,0,0,277,2018,9,5,0,0,0,0,80.0,0,1
3,0,0,1,0,0,1,45,2018,12,30,1,0,0,0,167.4,0,1
2,0,1,3,0,0,0,52,2018,3,28,1,0,0,0,85.85,0,1
2,1,2,3,0,0,1,96,2017,12,27,0,0,0,0,75.0,1,0
2,1,0,1,0,0,0,108,2018,10,25,1,0,0,0,69.99,2,0
2,2,1,3,0,0,3,14,2018,4,18,1,0,0,0,191.5,0,1
2,0,2,0,2,0,0,275,2018,4,17,0,0,0,0,110.0,0,1
2,0,1,2,0,0,0,66,2017,10,9,0,0,0,0,75.0,0,0
2,1,0,1,0,0,0,7,2018,4,7,1,0,0,0,106.0,1,0
2,0,0,1,2,0,0,55,2018,4,6,0,0,0,0,104.0,0,0
2,0,1,4,0,0,0,4,2018,12,28,1,0,0,0,125.0,1,0
1,0,0,1,0,0,0,2,2018,10,13,0,0,0,0,109.65,0,0
1,0,0,1,0,0,0,0,2018,5,20,2,0,0,0,95.0,0,0
1,0,0,1,0,0,0,53,2018,10,14,0,0,0,0,120.0,0,0
3,0,1,1,0,0,0,169,2018,8,22,1,0,0,0,137.7,0,1
2,0,0,3,0,0,1,8,2017,9,8,1,0,0,0,87.78,1,0
2,0,0,4,0,0,0,101,2018,6,8,1,0,0,0,87.67,3,0
1,0,0,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
2,0,1,2,0,0,0,290,2018,6,17,0,0,0,0,72.0,1,0
2,0,1,1,1,0,0,1,2018,9,26,1,0,0,0,170.0,1,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,109.0,0,0
2,0,2,0,0,0,0,30,2017,9,13,1,0,0,0,94.5,1,1
2,0,2,1,0,0,0,9,2018,10,2,0,0,0,0,85.0,1,0
2,0,0,1,0,0,0,0,2018,9,27,2,0,0,0,160.0,0,0
2,0,1,3,0,0,0,92,2018,9,26,0,0,0,0,102.68,0,0
1,0,2,1,0,0,0,24,2018,12,18,1,0,0,0,104.0,1,0
2,0,1,2,0,0,0,25,2018,8,22,1,0,0,0,110.46,1,0
2,0,0,2,0,0,0,112,2018,6,2,0,0,0,0,100.0,0,0
2,0,0,4,1,0,0,110,2018,9,14,1,0,0,0,86.9,1,0
2,0,0,4,0,0,0,7,2017,12,30,0,0,0,0,71.0,0,0
1,0,0,2,0,0,0,25,2017,11,17,1,0,0,0,101.0,1,0
2,0,0,1,0,0,0,443,2018,4,29,0,0,0,0,65.0,0,1
2,0,2,1,0,0,0,36,2018,8,20,1,0,0,0,135.9,0,1
2,0,2,3,1,0,0,12,2018,10,30,1,0,0,0,99.0,1,1
1,0,0,2,0,0,0,32,2017,11,20,0,0,0,0,73.0,0,0
2,0,2,2,0,0,0,226,2018,10,29,0,0,0,0,70.0,1,0
2,0,0,2,0,0,1,35,2018,3,25,1,0,0,0,140.4,0,1
2,0,0,2,1,0,0,38,2018,3,23,1,0,0,0,90.2,0,0
2,0,1,1,0,0,0,275,2018,6,4,0,0,0,0,62.8,0,1
2,0,2,3,0,0,0,23,2017,9,6,1,0,0,0,118.8,0,0
2,0,1,3,0,0,0,285,2018,10,3,0,0,0,0,100.0,0,1
2,0,0,2,0,0,1,26,2018,4,15,1,0,0,0,142.0,0,1
2,2,2,4,0,0,3,128,2018,7,1,1,0,0,0,163.2,2,0
2,0,0,1,1,0,0,1,2018,8,17,1,0,0,0,128.0,0,0
2,0,1,3,0,0,0,90,2018,4,4,1,0,0,0,82.45,1,0
2,0,0,3,0,0,2,166,2018,4,21,1,0,0,0,73.6,2,0
1,0,1,2,0,0,0,118,2018,6,6,0,0,0,0,110.0,0,0
2,0,1,2,0,0,0,141,2018,6,3,0,0,0,0,75.0,0,1
1,0,0,1,1,0,0,0,2018,6,18,1,0,0,0,129.0,2,0
2,0,2,2,0,0,0,30,2018,8,28,1,0,0,0,111.83,1,0
2,0,0,2,1,0,0,1,2018,1,20,1,0,0,0,79.0,0,0
1,0,2,1,0,0,0,4,2018,4,10,2,0,0,0,65.0,0,0
3,0,1,4,0,1,1,77,2018,7,4,1,0,0,0,159.3,2,0
3,0,2,1,0,1,1,6,2018,4,2,1,0,0,0,149.33,1,0
1,0,1,0,0,0,0,0,2017,11,15,1,0,0,0,74.69,0,0
3,0,0,3,0,0,1,46,2018,11,3,1,0,0,0,129.6,2,0
2,0,2,5,0,0,1,69,2018,4,14,1,0,0,0,110.99,1,1
2,0,1,2,2,0,0,315,2018,9,30,0,0,0,0,160.0,0,1
1,0,0,2,0,0,0,0,2018,12,1,1,0,0,0,96.0,1,0
1,0,2,1,0,0,0,34,2018,6,19,1,0,0,0,81.0,0,1
2,0,0,3,0,0,0,213,2018,6,7,0,0,0,0,130.0,0,1
1,0,0,1,0,0,0,0,2018,1,5,1,0,0,0,82.0,0,0
2,0,0,2,0,0,1,23,2018,4,19,1,0,0,0,129.0,1,0
2,0,0,3,0,1,0,51,2018,3,15,1,0,0,0,90.9,1,0
2,0,0,3,1,0,0,29,2018,4,14,1,0,0,0,102.0,1,0
2,0,0,2,1,0,0,70,2018,2,5,1,0,0,0,69.5,0,0
2,0,0,2,1,0,1,0,2017,9,2,1,0,0,0,105.5,0,0
2,0,0,3,0,0,0,188,2018,6,2,0,0,0,0,80.75,0,0
2,0,2,2,0,0,1,53,2017,11,14,0,0,0,0,60.0,0,0
2,0,0,2,2,0,0,102,2017,10,16,0,0,0,0,101.5,0,1
2,0,1,2,0,0,0,141,2018,6,3,0,0,0,0,132.0,0,0
2,0,0,1,0,0,0,228,2018,6,4,1,0,0,0,73.6,1,1
2,0,2,2,0,0,1,83,2018,4,16,1,0,0,0,103.7,0,0
1,0,0,3,0,0,0,71,2018,6,14,0,0,0,0,120.0,0,0
2,0,1,2,0,0,0,256,2017,9,14,0,0,0,0,76.67,0,0
3,0,2,1,2,0,0,106,2018,8,20,0,0,0,0,141.9,0,0
2,0,1,1,0,0,0,60,2017,9,21,0,0,0,0,65.0,0,0
2,0,1,2,0,0,0,62,2018,11,21,0,0,0,0,75.0,0,0
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,130.0,0,1
1,0,0,2,0,0,0,12,2018,1,19,0,0,0,0,71.0,0,0
1,0,2,0,0,0,0,0,2017,9,20,4,1,0,1,0.0,1,0
2,0,0,2,0,0,0,141,2018,11,25,1,0,0,0,90.0,0,0
2,1,2,2,2,0,0,29,2018,5,6,1,0,0,0,162.01,0,1
2,0,1,2,0,0,0,305,2018,11,4,1,0,0,0,89.0,0,1
2,0,0,2,0,0,1,37,2017,10,22,1,0,0,0,105.3,2,0
2,0,1,0,1,0,0,1,2018,8,7,1,0,0,0,98.0,0,0
1,0,1,1,0,0,0,60,2018,4,30,1,0,0,0,121.5,0,1
2,0,0,4,1,0,0,15,2018,11,1,1,0,0,0,85.0,2,0
2,0,1,1,0,0,0,21,2017,9,5,1,0,0,0,105.0,2,0
3,0,0,2,0,0,1,262,2018,11,4,1,0,0,0,146.7,2,1
1,0,1,2,0,0,0,9,2017,9,7,1,0,0,0,78.03,1,0
